KM,Año,Combustible,Ciudad,Nº puertas,Garantía,Cambio,Color,Carrocería,Marca,Modelo,Versión,Potencia,Tipo de carrocería,Velocidad máxima,Aceleracion,Consumo,Emisiones,Dimensiones,Etiqueta medioambiental,Precio
165.000,2016,Diésel,Lleida,5,Sí,Automático ,Gris,Todoterreno,Land Rover,Range Rover Sport,Range Rover Sport 3.0 SDV6 292 CV Autobiography,306 CV,Todoterreno,209 km/h,7.2 s,7.5 l/100km,199g CO2/km,4850 mm / 1983 mm / 1780 mm,B,37.990€
80.000,2020,Eléctrico,Cartagena,5,Sí,Automático ,Blanco,Berlina,KIA,Niro,e-Niro 150 kW (204 CV) batería 64 kWh Emotion,204 CV,Todoterreno,167 km/h,7.8 s,15.9 l/100km,0g CO2/km,4375 mm / 1805 mm / 1560 mm,Cero,24.990€
51.111,2019,Eléctrico,Santander,5,Sí,Automático ,Blanco,Todoterreno,Hyundai,Kona,Kona Eléctrico 150 kW (204 CV) Style 64 kWh,204 CV,Todoterreno,167 km/h,7.6 s,15.4 l/100km,0g CO2/km,4180 mm / 1800 mm / 1570 mm,Cero,22.990€
38.212,2021,Híbrido (Gasolina),Asturias,5,Sí,Manual ,Otros,Todoterreno,False,False,False,150 CV,False,False,False,False,False,False,False,24.990€
132.214,2019,Diésel,Gipuzkoa,5,Sí,Manual ,Azul,Familiar,Ford,Focus,Focus Berlina Titanium 1.5 EcoBlue 88 kW (120 CV),120 CV,Turismo,196 km/h,10 s,3.6 l/100km,92g CO2/km,4378 mm / 1825 mm / 1471 mm,C,13.690€
41.772,2022,Gasolina,Alcalá de Guadaíra,5,Sí,Manual ,Azul,Berlina,Ford,Focus,Focus Berlina ST-Line 1.0 EcoBoost 92 kW (125 CV),125 CV,Turismo,200 km/h,10.2 s,5.5 l/100km,g CO2/km,4392 mm / 1825 mm / 1459 mm,C,19.490€
96.714,2017,Gasolina,Irun,5,Sí,Manual ,Gris,Berlina,Ford,Focus,Focus Sportbreak Business 1.0 EcoBoost 92 kW (125 CV) Auto-Start-Stop,125 CV,Turismo familiar,193 km/h,11.2 s,4.8 l/100km,110g CO2/km,4556 mm / 1823 mm / 1505 mm,C,10.990€
44.334,2021,Diésel,Murcia,5,Sí,Manual ,Blanco,Todoterreno,Fiat,500X,500X 1.6 MultiJet 88 kW (120 CV) Cross,130 CV,Todoterreno,186 km/h,10.7 s,4.9 l/100km,121g CO2/km,4269 mm / 1796 mm / 1595 mm,C,15.990€
106.169,2021,Diésel,Vigo,5,Sí,Manual ,Otros,Vehículo,Citroen,Jumper,Jumper HDi 130 Combi 33L2H2,120 CV,Vehículo comercial,148 km/h, s,7.2 l/100km,189g CO2/km,5413 mm / 2050 mm / 2254 mm,B,24.990€
81.800,2019,Diésel,Collado Villalba,5,Sí,Manual ,Otros,Monovolumen,BMW,2 Series,216d Gran Tourer 7 plazas,116 CV,Monovolumen,192 km/h,11.1 s,3.9 l/100km,104g CO2/km,4556 mm / 1800 mm / 1608 mm,C,16.900€
141.500,2019,Diésel,Collado Villalba,2,Sí,Automático ,Blanco,Deportivo,Audi,A5,A5 Coupé 40 TDI S tronic 7 vel.,190 CV,Coupé,241 km/h,7.7 s,4.3 l/100km,112g CO2/km,4673 mm / 1846 mm / 1371 mm,C,28.490€
10,2023,Eléctrico,Leganés,5,Sí,Automático ,Azul,Todoterreno,SsangYong,Korando,Korando e-Motion Limited,190 CV,Todoterreno,156 km/h,8.4 s,16.8 l/100km,0g CO2/km,4465 mm / 1870 mm / 1635 mm,Cero,26.995€
36.370,2015,Diésel,Molins de Rei,5,Sí,Manual ,Blanco,Furgoneta,Fiat,Panda,Panda 4x4 1.3 16v Multijet 75 CV Cross DPF,75 CV,Turismo,152 km/h,16.1 s,4.9 l/100km,128g CO2/km,3581 mm / 1611 mm / 1643 mm,B,10.490€
42.000,2021,Gasolina,El Prat de Llobregat,False,No,Automático ,Azul,Utilitario,SEAT,Arona,Arona 1.0 EcoTSI 85 kW (115 CV) DSG 7 vel. Start/Stop Style,110 CV,Todoterreno,182 km/h,10 s,5 l/100km,113g CO2/km,4138 mm / 1780 mm / 1552 mm,C,17.990€
61.000,2020,Diésel,El Prat de Llobregat,False,Sí,Automático ,Gris-negro,Utilitario,Audi,Q2,Q2 Advanced 1.6 TDI 85kW (116 CV) S tronic 7 vel.,116 CV,Todoterreno,197 km/h,10.5 s,4.1 l/100km,109g CO2/km,4191 mm / 1794 mm / 1538 mm,C,22.990€
188.000,2015,Diésel,Riells i Viabrea,2,Sí,Automático ,Gris,Deportivo,Audi,A5,A5 Sportback 2.0 TDI 177 CV multitronic 8 vel.,190 CV,Turismo,225 km/h,7.9 s,4.8 l/100km,127g CO2/km,4712 mm / 1854 mm / 1391 mm,B,18.000€
48.000,2020,Gasolina,Teo,5,Sí,Manual ,Gris claro,Utilitario,Peugeot,308,308 SW Business Line PureTech 110 S&S,110 CV,Turismo familiar,189 km/h,11.5 s,5.7 l/100km,101g CO2/km,4585 mm / 1804 mm / 1470 mm,C,13.890€
90.000,2017,Diésel,Teo,5,Sí,Automático ,Negro,Todoterreno,Mercedes-Benz,GLC,GLC 250 d 4MATIC,204 CV,Todoterreno,222 km/h,7.6 s,5 l/100km,129g CO2/km,4656 mm / 1890 mm / 1644 mm,C,35.900€
80.000,2021,Diésel,Teo,5,Sí,Automático ,Negro,Utilitario,BMW,1 Series,118d Aut.,150 CV,Turismo,216 km/h,8.4 s,4.2 l/100km,109g CO2/km,4319 mm / 1799 mm / 1434 mm,C,23.900€
21.949,2023,Híbrido Enchufable (PHEV),Madrid,5,Sí,Automático ,Blanco,Berlina,Mercedes-Benz,Clase A,A 250 e,217 CV,Turismo,235 km/h,6.6 s,1.4 l/100km,33g CO2/km,4419 mm / 1796 mm / 1452 mm,Cero,44.900€
10.169,2022,Híbrido Enchufable (PHEV),Madrid,5,Sí,Automático ,Blanco,Berlina,Mercedes-Benz,Clase A,A 250 e,217 CV,Turismo,235 km/h,6.6 s,1.4 l/100km,33g CO2/km,4419 mm / 1796 mm / 1452 mm,Cero,42.500€
8.304,2022,Diésel,Madrid,5,Sí,Automático ,Blanco,Berlina,Mercedes-Benz,Clase A,A 200 d 8G-DCT,149 CV,Turismo,220 km/h,8.1 s,4.2 l/100km,107g CO2/km,4419 mm / 1796 mm / 1440 mm,C,36.900€
13.121,2022,Diésel,Madrid,5,Sí,Automático ,Negro,Berlina,Mercedes-Benz,Clase A,A 180 d 8G-DCT,115 CV,Turismo,202 km/h,9.5 s,5 l/100km,g CO2/km,4419 mm / 1796 mm / 1440 mm,C,35.000€
8.688,2022,Diésel,Madrid,5,Sí,Automático ,Blanco,Berlina,Mercedes-Benz,Clase A,A 180 d 8G-DCT,115 CV,Turismo,202 km/h,9.5 s,5 l/100km,g CO2/km,4419 mm / 1796 mm / 1440 mm,C,32.900€
1,2023,Gasolina,Sant Boi de Llobregat,5,Sí,Manual ,Naranja,Todoterreno,Peugeot,2008,2008 Crossway 1.2 PureTech 110,100 CV,Todoterreno,190 km/h,9.9 s,4.7 l/100km,108g CO2/km,4159 mm / 1739 mm / 1570 mm,C,21.800€
1,2023,Gasolina,Sant Boi de Llobregat,5,Sí,Manual ,Naranja,Todoterreno,Peugeot,2008,2008 Active Pack Puretech 100,100 CV,Todoterreno,188 km/h,10.9 s,5.4 l/100km,g CO2/km,4300 mm / 1770 mm / 1530 mm,C,21.800€
1,2023,Gasolina,Sant Boi de Llobregat,5,Sí,Manual ,Naranja,Todoterreno,Peugeot,2008,2008 Crossway 1.2 PureTech 110,100 CV,Todoterreno,190 km/h,9.9 s,4.7 l/100km,108g CO2/km,4159 mm / 1739 mm / 1570 mm,C,21.800€
2.950,2023,Eléctrico,Sant Boi de Llobregat,3,Sí,Automático ,Gris,Utilitario,Fiat,500,500e Berlina Icon 87 kW (118 CV),118 CV,Turismo,150 km/h,9 s,13.9 l/100km,0g CO2/km,3632 mm / 1683 mm / 1527 mm,Cero,28.000€
178.000,2017,Diésel,Sada,5,Sí,Manual ,Azul,Familiar,Opel,Astra,Astra 5p Selective 1.6 CDTI Start/Stop 110 CV,110 CV,Turismo,184 km/h,11.6 s,3.7 l/100km,97g CO2/km,4419 mm / 1814 mm / 1510 mm,B,10.500€
68.999,2021,Gasolina,Lleida,5,Sí,Manual ,Plata,Todoterreno,Volkswagen,Tiguan,Tiguan Edition 1.5 TSI 96 kW (130 CV),130 CV,Todoterreno,192 km/h,10.2 s,6.5 l/100km,134g CO2/km,4486 mm / 1839 mm / 1654 mm,C,26.300€
10,2023,Gas Licuado (GLP),Barcelona,5,Sí,Manual ,Negro,Monovolumen,Dacia,Jogger,Jogger ECO-G 74 kW (100 CV) Expression 5 plazas,101 CV,Turismo familiar,175 km/h,12.5 s,4.3 l/100km,g CO2/km,4547 mm / 1784 mm / 1632 mm,ECO,22.000€
94.136,2018,Diésel,Málaga,5,Sí,Manual ,Azul,Berlina,Mercedes-Benz,Clase A,A 180 CDI BlueEFFICIENCY,109 CV,Turismo,190 km/h,11.3 s,3.8 l/100km,98g CO2/km,4292 mm / 1780 mm / 1433 mm,B,17.390€
11.619,2023,Gasolina,Blanes,5,Sí,Manual ,Azul,Berlina,Citroen,C4,C4 PureTech 130 S&S Feel Pack,130 CV,Turismo,210 km/h,8.9 s,5.4 l/100km,g CO2/km,4360 mm / 1800 mm / 1525 mm,C,20.950€
10.462,2022,Gasolina,Leganés,5,Sí,Manual ,Blanco,Todoterreno,KIA,XCeed,XCeed 1.5 T-GDi MHEV Emotion 117 kW (160 CV),160 CV,Todoterreno, km/h, s,6.3 l/100km,g CO2/km,4395 mm / 1826 mm / 1495 mm,ECO,24.900€
139.995,2016,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Todoterreno,Porsche,Macan,Macan S Diesel (neumáticos todo tiempo),258 CV,Todoterreno,230 km/h,6.3 s,6.1 l/100km,159g CO2/km,4697 mm / 1923 mm / 1624 mm,B,42.990€
149.927,2018,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Todoterreno,Audi,Q5,Q5 Offroad edition 2.0 TDI clean diesel 190 CV quattro S tronic 7 vel.,190 CV,Todoterreno,210 km/h,8.4 s,5.9 l/100km,154g CO2/km,4629 mm / 1898 mm / 1655 mm,C,26.990€
119.995,2018,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Todoterreno,BMW,X1,X1 sDrive18d Aut.,150 CV,Todoterreno,200 km/h,9.9 s,5.9 l/100km,155g CO2/km,4454 mm / 1798 mm / 1545 mm,B,19.490€
113.239,2018,Diésel,Olías del Rey,5,Sí,Automático ,Otros,Todoterreno,BMW,X3,X3 sDrive18d Aut.,150 CV,Todoterreno,190 km/h,10.3 s,5.4 l/100km,142g CO2/km,4648 mm / 1881 mm / 1661 mm,B,24.490€
14.900,2023,Gasolina,Murcia,2,Sí,Automático ,Blanco,Cabriolet,False,False,False,178 CV,False,False,False,False,False,False,False,38.900€
159.500,2014,Diésel,Murcia,5,Sí,Automático ,Blanco,Todoterreno,Land Rover,Range Rover Sport,Range Rover Sport 3.0 SDV6 292 CV Autobiography,306 CV,Todoterreno,209 km/h,7.2 s,7.5 l/100km,199g CO2/km,4850 mm / 1983 mm / 1780 mm,B,44.900€
38.658,2021,Híbrido (Gasolina),Terrassa,5,Sí,Automático ,Blanco,Todoterreno,DS,7,7 Crossback E-TENSE 4x4 So Chic,300 CV,Todoterreno,235 km/h,5.9 s,1.5 l/100km,g CO2/km,4570 mm / 1895 mm / 1620 mm,Cero,36.500€
80.800,2017,Gasolina,Barberà del Vallès,5,Sí,Manual ,Azul,Monovolumen,Citroen,Grand C4 Picasso,Grand C4 Picasso PureTech 130 S&S Feel,130 CV,Monovolumen,201 km/h,10.8 s,5 l/100km,116g CO2/km,4602 mm / 1826 mm / 1638 mm,C,15.950€
23.293,2021,Híbrido (Gasolina),Barberà del Vallès,5,Sí,Automático ,Gris,Todoterreno,Citroen,C5 Aircross,C5 Aircross Hybrid Shine,225 CV,Todoterreno,225 km/h,8.9 s,1.4 l/100km,g CO2/km,4500 mm / 1840 mm / 1654 mm,Cero,27.500€
97.690,2020,Diésel,Leganés,5,Sí,Manual ,Blanco,Berlina,Peugeot,308,308 5p Active Pack BlueHDi 100 S&S,100 CV,Turismo,186 km/h,11.5 s,4.5 l/100km,g CO2/km,4253 mm / 1804 mm / 1472 mm,C,14.495€
81.292,2019,Diésel,Leganés,5,Sí,Manual ,Blanco,Berlina,Citroen,C3,C3 BlueHDi 100 S&S Feel,99 CV,Turismo,185 km/h,10.6 s,3.7 l/100km,95g CO2/km,3996 mm / 1749 mm / 1474 mm,C,12.995€
6.657,2023,Gasolina,Málaga,5,Sí,Manual ,Azul,Berlina,Peugeot,308,308 SW Allure PureTech 130 S&S,130 CV,Turismo familiar,199 km/h,11.1 s,5.6 l/100km,102g CO2/km,4585 mm / 1804 mm / 1470 mm,C,25.490€
10.000,2023,Gasolina,Málaga,5,Sí,Manual ,Negro,Todoterreno,Peugeot,3008,3008 Allure 1.2 PureTech 130 S&S,130 CV,Monovolumen,199 km/h,10.8 s,5.2 l/100km,120g CO2/km,4365 mm / 1837 mm / 1639 mm,C,26.990€
34.768,2021,Gasolina,Málaga,5,Sí,Automático ,Gris,Monovolumen,Citroen,C4 SpaceTourer,Grand C4 SpaceTourer PureTech 130 S&S Shine Pack EAT8,130 CV,Monovolumen,200 km/h,10 s,6.8 l/100km,114g CO2/km,4602 mm / 1826 mm / 1638 mm,C,26.990€
7.894,2015,Gasolina,Marbella,2,Sí,Automático ,Rojo,Cabriolet,Ferrari,California,California T (HELE system),560 CV,Descapotable,316 km/h,3.6 s,10.5 l/100km,250g CO2/km,4570 mm / 1910 mm / 1322 mm,C,169.900€
139.000,2014,Gasolina,Reus,2,No,Automático ,Blanco,Deportivo,False,False,False,326 CV,False,False,False,False,False,False,False,29.999€
93.090,2017,Diésel,Leganes,5,Sí,Automático ,Negro,Familiar,Mercedes-Benz,CLA,A 200 d 7G-DCT,136 CV,Turismo,210 km/h,8.8 s,3.8 l/100km,99g CO2/km,4299 mm / 1780 mm / 1433 mm,C,20.890€
75.685,2018,Diésel,Pamplona,5,Sí,Manual ,Azul,Utilitario,Volvo,V40,V40 D2 Kinetic,120 CV,Turismo,190 km/h,10.5 s,3.5 l/100km,91g CO2/km,4369 mm / 1802 mm / 1420 mm,C,17.490€
43.072,2022,Gasolina,Barcelona,5,Sí,Manual ,Blanco,Berlina,Hyundai,i30,i30 Fastback T-GDi 1.0 88 kW (120 CV) Klass Max,120 CV,Turismo,188 km/h,11.5 s,5.2 l/100km,120g CO2/km,4455 mm / 1795 mm / 1425 mm,C,18.890€
71.834,2017,Gasolina,Collado Villalba,5,Sí,Manual ,Rojo,Todoterreno,Fiat,500X,500X Pop Star 1.6 E-Torq 81 kW (110 CV) 4x2,110 CV,Todoterreno,180 km/h,11.5 s,6.4 l/100km,147g CO2/km,4248 mm / 1796 mm / 1600 mm,C,12.952€
30.653,2020,Diésel,Madrid,5,Sí,Automático ,Negro,Todoterreno,BMW,X5,X5 sDrive25d 7 plazas,231 CV,Todoterreno,220 km/h,7.7 s,5.3 l/100km,139g CO2/km,4886 mm / 1938 mm / 1762 mm,C,52.950€
83.756,2021,Diésel,Asturias,5,Sí,Automático ,Negro,Utilitario,BMW,1 Series,116d Aut.,116 CV,Turismo,200 km/h,10.1 s,3.8 l/100km,100g CO2/km,4319 mm / 1799 mm / 1434 mm,C,22.890€
347.000,2007,Diésel,Puerto Lumbreras,4,No,Automático ,negro,Turismo,False,False,False,224 CV,False,False,False,False,False,False,False,9.000€
31.301,2021,Gasolina,Málaga,5,Sí,Manual ,False,Turismo,Hyundai,i10,i10 1.0 MPI 49 kW (67 CV) Klass,67 CV,Turismo,156 km/h,14.8 s,5 l/100km,101g CO2/km,3670 mm / 1680 mm / 1480 mm,C,12.490€
68.093,2017,Gasolina,Málaga,2,Sí,Manual ,False,puertas:,False,False,False,220 CV,False,False,False,False,False,False,False,53.900€
30,2023,Gasolina,Málaga,5,Sí,Automático ,Blanco,4,Cupra,Formentor,Formentor VZ Tribe Edition 2.0 TSI 180 kW (245 CV) DSG 7 vel.,245 CV,Todoterreno,238 km/h,6.8 s,7.7 l/100km,g CO2/km,4450 mm / 1839 mm / 1520 mm,C,41.450€
250.000,2015,Diésel,Sevilla,3,No,Manual ,Rojo,Sedan,Audi,A3,A3 2.0 TDI clean diesel 150 CV Ambiente,150 CV,Turismo,216 km/h,8.6 s,4.1 l/100km,106g CO2/km,4237 mm / 1777 mm / 1421 mm,B,14.990€
241.449,2009,Diésel,Miengo,5,Sí,Manual ,Blanco,Station,Ford,Focus,Focus Wagon 1.6 TDCi 109 CV Trend,109 CV,Turismo familiar,188 km/h,11.1 s,4.8 l/100km,g CO2/km,4472 mm / 1840 mm / 1501 mm,Sin etiqueta,3.999€
92.267,2016,Diésel,Lalín,5,No,Manual ,Verde,Station,Mini,Clubman,One D Clubman,116 CV,Turismo,192 km/h,10.4 s,3.8 l/100km,99g CO2/km,4253 mm / 1800 mm / 1441 mm,C,16.290€
99.422,2018,Diésel,Lalín,5,No,Automático ,Azul,4x4,Audi,Q5,Q5 2.0 TDI 120 kW (163 CV) quattro-ultra S tronic 7 vel.,163 CV,Todoterreno,211 km/h,8.9 s,4.9 l/100km,129g CO2/km,4663 mm / 1893 mm / 1659 mm,C,31.490€
80.886,2019,Diésel,Olías del Rey,5,Sí,Secuencial ,Plateado,4,Volvo,XC90,XC90 D5 AWD Momentum 5 asientos,235 CV,Todoterreno,220 km/h,7.8 s,6 l/100km,158g CO2/km,4950 mm / 1923 mm / 1776 mm,C,50.990€
122.000,2019,Gasolina,Alpedrete,5,Sí,Manual ,Gris,4x4,SEAT,Ateca,Ateca 1.4 EcoTSI 110 kW (150 CV) 4Drive Start&Stop FR,139 CV,Todoterreno,192 km/h,9 s,6.1 l/100km,139g CO2/km,4363 mm / 1841 mm / 1611 mm,C,22.500€
35.101,2020,Gasolina,Alpedrete,5,Sí,Manual ,Gris,4x4,Volvo,XC40,XC40 Momentum Core T2,119 CV,Todoterreno,180 km/h,10.9 s,6.9 l/100km,g CO2/km,4425 mm / 1863 mm / 1652 mm,C,26.450€
41.300,2017,Diésel,Alpedrete,5,Sí,Manual ,Negro,4x4,False,False,False,220 CV,False,False,False,False,False,False,False,45.500€
76.200,2019,Gasolina,Alpedrete,4,Sí,Manual ,Blanco,Furgonetas,Dacia,Dokker,Dokker Base 1.6 85,75 CV,Vehículo comercial,159 km/h,14.3 s,7.2 l/100km,168g CO2/km,4363 mm / 1751 mm / 1814 mm,C,12.350€
